scan	delta_mass_r2	repository
31243	308.28	GNPS/MassIVE
31244	308.31	GNPS/MassIVE
31245	308.31	GNPS/MassIVE
31246	308.31	GNPS/MassIVE
31247	308.31	GNPS/MassIVE
31248	308.31	GNPS/MassIVE
31249	308.31	Metabolomics Workbench
31250	308.31	GNPS/MassIVE
31251	308.31	GNPS/MassIVE
31252	308.31	GNPS/MassIVE
31253	308.31	GNPS/MassIVE
31254	308.31	Metabolomics Workbench
31255	308.31	GNPS/MassIVE
31256	308.31	GNPS/MassIVE
31257	308.31	GNPS/MassIVE
31258	308.31	GNPS/MassIVE
31259	308.31	GNPS/MassIVE
31260	308.31	GNPS/MassIVE
31261	308.31	GNPS/MassIVE
31262	309.13	GNPS/MassIVE
31263	309.14	GNPS/MassIVE
31264	309.16	GNPS/MassIVE
31265	309.19	GNPS/MassIVE
31266	309.2	GNPS/MassIVE
31267	309.2	GNPS/MassIVE
31268	309.2	GNPS/MassIVE
31269	309.2	Metabolomics Workbench
31270	309.2	GNPS/MassIVE
31271	309.23	GNPS/MassIVE
31272	309.23	GNPS/MassIVE
31273	309.23	GNPS/MassIVE
31274	309.23	GNPS/MassIVE
31275	309.23	GNPS/MassIVE
31276	310.07	GNPS/MassIVE
31277	310.18	GNPS/MassIVE
31278	310.18	GNPS/MassIVE
31279	310.2	GNPS/MassIVE
31280	310.2	GNPS/MassIVE
31281	310.2	GNPS/MassIVE
31282	310.21	GNPS/MassIVE
31283	310.21	GNPS/MassIVE
31284	310.21	GNPS/MassIVE
31285	310.22	Metabolomics Workbench
31286	310.22	GNPS/MassIVE
31287	310.21	GNPS/MassIVE
31288	310.23	GNPS/MassIVE
31289	310.23	GNPS/MassIVE
31290	310.23	Metabolomics Workbench
31291	310.23	GNPS/MassIVE
31292	310.23	GNPS/MassIVE
31293	310.23	GNPS/MassIVE
31294	310.23	GNPS/MassIVE
31295	310.23	GNPS/MassIVE
31296	310.23	GNPS/MassIVE
31297	310.23	GNPS/MassIVE
31298	310.23	GNPS/MassIVE
31299	310.23	GNPS/MassIVE
31300	310.23	GNPS/MassIVE
31301	310.23	GNPS/MassIVE
31302	310.23	GNPS/MassIVE
31303	310.23	GNPS/MassIVE
31304	310.23	GNPS/MassIVE
31305	310.23	GNPS/MassIVE
31306	310.23	Metabolomics Workbench
31307	310.23	GNPS/MassIVE
31308	310.23	GNPS/MassIVE
31309	310.23	GNPS/MassIVE
31310	310.23	GNPS/MassIVE
31311	310.23	GNPS/MassIVE
31312	310.23	GNPS/MassIVE
31313	310.23	GNPS/MassIVE
31314	310.23	GNPS/MassIVE
31315	310.23	GNPS/MassIVE
31316	310.23	GNPS/MassIVE
31317	310.23	GNPS/MassIVE
31318	310.23	GNPS/MassIVE
31319	310.23	GNPS/MassIVE
31320	310.23	GNPS/MassIVE
31321	310.23	GNPS/MassIVE
31322	310.23	GNPS/MassIVE
31323	310.23	GNPS/MassIVE
31324	310.23	GNPS/MassIVE
31325	310.23	GNPS/MassIVE
31326	310.23	GNPS/MassIVE
31327	310.23	GNPS/MassIVE
31328	310.23	GNPS/MassIVE
31329	310.23	GNPS/MassIVE
31330	310.23	GNPS/MassIVE
31331	310.23	GNPS/MassIVE
31332	310.23	GNPS/MassIVE
31333	310.23	GNPS/MassIVE
31334	310.23	GNPS/MassIVE
31335	310.23	GNPS/MassIVE
31336	310.23	GNPS/MassIVE
31337	310.23	GNPS/MassIVE
31338	310.23	GNPS/MassIVE
31339	310.23	GNPS/MassIVE
31340	310.23	GNPS/MassIVE
31341	310.23	GNPS/MassIVE
31342	310.23	GNPS/MassIVE
31343	310.23	GNPS/MassIVE
31344	310.23	GNPS/MassIVE
31345	310.23	GNPS/MassIVE
31346	310.23	GNPS/MassIVE
31347	310.23	GNPS/MassIVE
31348	310.23	GNPS/MassIVE
31349	310.23	GNPS/MassIVE
31350	310.23	GNPS/MassIVE
31351	310.23	GNPS/MassIVE
31352	310.23	GNPS/MassIVE
31353	310.23	GNPS/MassIVE
31354	310.23	GNPS/MassIVE
31355	310.23	GNPS/MassIVE
31356	310.23	GNPS/MassIVE
31357	310.23	GNPS/MassIVE
31358	310.23	GNPS/MassIVE
31359	310.23	GNPS/MassIVE
31360	310.23	GNPS/MassIVE
31361	310.23	GNPS/MassIVE
31362	310.23	GNPS/MassIVE
31363	310.23	GNPS/MassIVE
31364	310.23	GNPS/MassIVE
31365	310.23	GNPS/MassIVE
31366	310.23	GNPS/MassIVE
31367	310.23	GNPS/MassIVE
31368	310.23	GNPS/MassIVE
31369	310.23	GNPS/MassIVE
31370	310.23	GNPS/MassIVE
31371	310.23	GNPS/MassIVE
31372	310.23	GNPS/MassIVE
31373	310.23	GNPS/MassIVE
31374	310.23	GNPS/MassIVE
31375	310.23	GNPS/MassIVE
31376	310.23	GNPS/MassIVE
31377	310.23	GNPS/MassIVE
31378	310.23	GNPS/MassIVE
31379	310.23	GNPS/MassIVE
31380	310.23	GNPS/MassIVE
31381	310.23	GNPS/MassIVE
31382	310.23	GNPS/MassIVE
31383	310.23	GNPS/MassIVE
31384	310.23	GNPS/MassIVE
31385	310.23	GNPS/MassIVE
31386	310.23	GNPS/MassIVE
31387	310.23	GNPS/MassIVE
31388	310.23	GNPS/MassIVE
31389	310.23	GNPS/MassIVE
31390	310.23	GNPS/MassIVE
31391	310.23	GNPS/MassIVE
31392	310.23	GNPS/MassIVE
31393	310.23	GNPS/MassIVE
31394	310.23	GNPS/MassIVE
31395	310.23	GNPS/MassIVE
31396	310.23	GNPS/MassIVE
31397	310.23	GNPS/MassIVE
31398	310.23	GNPS/MassIVE
31399	310.23	GNPS/MassIVE
31400	310.23	GNPS/MassIVE
31401	310.23	GNPS/MassIVE
31402	310.23	GNPS/MassIVE
31403	310.23	GNPS/MassIVE
31404	310.23	GNPS/MassIVE
31405	310.23	GNPS/MassIVE
31406	310.23	GNPS/MassIVE
31407	310.23	GNPS/MassIVE
31408	310.23	GNPS/MassIVE
31409	310.23	GNPS/MassIVE
31410	310.23	GNPS/MassIVE
31411	310.23	GNPS/MassIVE
31412	310.23	GNPS/MassIVE
31413	310.23	GNPS/MassIVE
31414	310.23	GNPS/MassIVE
31415	310.23	GNPS/MassIVE
31416	310.23	GNPS/MassIVE
31417	310.23	GNPS/MassIVE
31418	310.23	GNPS/MassIVE
31419	310.23	GNPS/MassIVE
31420	310.25	GNPS/MassIVE
31421	310.25	GNPS/MassIVE
31422	310.25	GNPS/MassIVE
31423	310.25	GNPS/MassIVE
31424	310.25	GNPS/MassIVE
31425	310.25	GNPS/MassIVE
31426	310.29	Metabolomics Workbench
31427	310.29	GNPS/MassIVE
31428	310.29	GNPS/MassIVE
31429	310.29	GNPS/MassIVE
31430	310.29	GNPS/MassIVE
31431	310.29	GNPS/MassIVE
31432	310.29	GNPS/MassIVE
31433	310.29	GNPS/MassIVE
31434	310.29	GNPS/MassIVE
31435	310.29	GNPS/MassIVE
31436	310.29	GNPS/MassIVE
31437	310.29	GNPS/MassIVE
31438	310.29	GNPS/MassIVE
31439	311.1	GNPS/MassIVE
31440	311.1	GNPS/MassIVE
31441	311.11	GNPS/MassIVE
31442	311.11	GNPS/MassIVE
31443	311.12	GNPS/MassIVE
31444	311.12	GNPS/MassIVE
31445	311.12	GNPS/MassIVE
31446	311.12	GNPS/MassIVE
31447	311.12	GNPS/MassIVE
31448	311.12	GNPS/MassIVE
31449	311.12	GNPS/MassIVE
31450	311.12	GNPS/MassIVE
31451	311.12	MetaboLights
31452	311.12	GNPS/MassIVE
31453	311.12	GNPS/MassIVE
31454	311.12	GNPS/MassIVE
31455	311.12	GNPS/MassIVE
31456	311.12	GNPS/MassIVE
31457	311.12	GNPS/MassIVE
31458	311.12	GNPS/MassIVE
31459	311.12	GNPS/MassIVE
31460	311.12	GNPS/MassIVE
31461	311.12	GNPS/MassIVE
31462	311.12	GNPS/MassIVE
31463	311.12	GNPS/MassIVE
31464	311.12	GNPS/MassIVE
31465	311.12	GNPS/MassIVE
31466	311.2	GNPS/MassIVE
31467	311.21	GNPS/MassIVE
31468	311.21	GNPS/MassIVE
31469	311.21	GNPS/MassIVE
31470	311.21	GNPS/MassIVE
31471	311.21	GNPS/MassIVE
31472	311.21	GNPS/MassIVE
31473	311.21	GNPS/MassIVE
31474	311.21	GNPS/MassIVE
31475	311.21	GNPS/MassIVE
31476	311.21	GNPS/MassIVE
31477	311.21	GNPS/MassIVE
31478	311.22	GNPS/MassIVE
31479	311.26	GNPS/MassIVE
31480	311.25	GNPS/MassIVE
31481	311.25	GNPS/MassIVE
31482	311.25	GNPS/MassIVE
31483	311.25	GNPS/MassIVE
31484	311.25	GNPS/MassIVE
31485	311.25	GNPS/MassIVE
31486	311.26	GNPS/MassIVE
31487	311.25	GNPS/MassIVE
31488	311.98	GNPS/MassIVE
31489	312.14	GNPS/MassIVE
31490	312.16	GNPS/MassIVE
31491	312.15	GNPS/MassIVE
31492	312.15	GNPS/MassIVE
31493	312.23	GNPS/MassIVE
31494	312.23	GNPS/MassIVE
31495	312.23	GNPS/MassIVE
31496	312.23	GNPS/MassIVE
31497	312.23	GNPS/MassIVE
31498	312.23	GNPS/MassIVE
31499	312.23	GNPS/MassIVE
31500	312.23	GNPS/MassIVE
31501	312.23	GNPS/MassIVE
31502	312.23	GNPS/MassIVE
31503	312.25	GNPS/MassIVE
31504	312.24	MetaboLights
31505	312.25	GNPS/MassIVE
31506	312.25	GNPS/MassIVE
31507	312.24	GNPS/MassIVE
31508	312.25	GNPS/MassIVE
31509	312.25	GNPS/MassIVE
31510	312.25	GNPS/MassIVE
31511	312.24	GNPS/MassIVE
31512	312.24	MetaboLights
31513	312.24	GNPS/MassIVE
31514	312.25	GNPS/MassIVE
31515	312.25	GNPS/MassIVE
31516	312.24	GNPS/MassIVE
31517	312.25	GNPS/MassIVE
31518	312.25	GNPS/MassIVE
31519	312.25	GNPS/MassIVE
31520	312.25	GNPS/MassIVE
31521	312.25	GNPS/MassIVE
31522	312.25	GNPS/MassIVE
31523	312.25	GNPS/MassIVE
31524	312.25	GNPS/MassIVE
31525	312.25	GNPS/MassIVE
31526	312.25	GNPS/MassIVE
31527	312.25	GNPS/MassIVE
31528	312.25	GNPS/MassIVE
31529	312.25	GNPS/MassIVE
31530	312.25	GNPS/MassIVE
31531	312.25	GNPS/MassIVE
31532	312.25	GNPS/MassIVE
31533	312.25	GNPS/MassIVE
31534	312.25	GNPS/MassIVE
31535	312.25	GNPS/MassIVE
31536	312.25	GNPS/MassIVE
31537	312.25	GNPS/MassIVE
31538	312.25	GNPS/MassIVE
31539	312.25	GNPS/MassIVE
31540	312.25	GNPS/MassIVE
31541	312.25	GNPS/MassIVE
31542	312.25	GNPS/MassIVE
31543	312.25	GNPS/MassIVE
31544	313.13	GNPS/MassIVE
31545	313.13	GNPS/MassIVE
31546	313.14	Metabolomics Workbench
31547	313.14	MetaboLights
31548	313.13	GNPS/MassIVE
31549	313.13	GNPS/MassIVE
31550	313.13	GNPS/MassIVE
31551	313.14	GNPS/MassIVE
31552	313.13	GNPS/MassIVE
31553	313.13	GNPS/MassIVE
31554	313.13	GNPS/MassIVE
31555	313.13	GNPS/MassIVE
31556	313.13	GNPS/MassIVE
31557	313.13	GNPS/MassIVE
31558	313.13	GNPS/MassIVE
31559	313.14	GNPS/MassIVE
31560	313.13	GNPS/MassIVE
31561	313.13	GNPS/MassIVE
31562	313.13	GNPS/MassIVE
31563	313.13	GNPS/MassIVE
31564	313.13	GNPS/MassIVE
31565	313.13	GNPS/MassIVE
31566	313.14	GNPS/MassIVE
31567	313.13	GNPS/MassIVE
31568	313.13	GNPS/MassIVE
31569	313.13	GNPS/MassIVE
31570	313.13	GNPS/MassIVE
31571	313.13	GNPS/MassIVE
31572	313.14	GNPS/MassIVE
31573	313.13	GNPS/MassIVE
31574	313.14	GNPS/MassIVE
31575	313.14	GNPS/MassIVE
31576	313.14	GNPS/MassIVE
31577	313.14	GNPS/MassIVE
31578	313.14	GNPS/MassIVE
31579	313.23	GNPS/MassIVE
31580	313.23	GNPS/MassIVE
31581	313.23	GNPS/MassIVE
31582	313.23	GNPS/MassIVE
31583	314.08	GNPS/MassIVE
31584	314.08	GNPS/MassIVE
31585	314.14	MetaboLights
31586	314.14	GNPS/MassIVE
31587	314.14	GNPS/MassIVE
31588	314.15	GNPS/MassIVE
31589	314.16	GNPS/MassIVE
31590	314.16	GNPS/MassIVE
31591	314.16	GNPS/MassIVE
31592	314.16	GNPS/MassIVE
31593	314.18	GNPS/MassIVE
31594	314.19	GNPS/MassIVE
31595	314.19	GNPS/MassIVE
31596	314.19	GNPS/MassIVE
31597	314.25	GNPS/MassIVE
31598	314.26	GNPS/MassIVE
31599	314.26	GNPS/MassIVE
31600	314.25	GNPS/MassIVE
31601	314.25	GNPS/MassIVE
31602	314.25	GNPS/MassIVE
31603	314.25	GNPS/MassIVE
31604	314.25	GNPS/MassIVE
31605	314.25	GNPS/MassIVE
31606	314.25	GNPS/MassIVE
31607	314.25	GNPS/MassIVE
31608	314.25	GNPS/MassIVE
31609	314.25	GNPS/MassIVE
31610	314.26	GNPS/MassIVE
31611	314.26	GNPS/MassIVE
31612	314.26	Metabolomics Workbench
31613	314.26	GNPS/MassIVE
31614	314.26	GNPS/MassIVE
31615	314.26	GNPS/MassIVE
31616	314.26	GNPS/MassIVE
31617	314.26	GNPS/MassIVE
31618	314.26	GNPS/MassIVE
31619	314.26	GNPS/MassIVE
31620	314.26	GNPS/MassIVE
31621	314.26	GNPS/MassIVE
31622	314.26	Metabolomics Workbench
31623	314.26	GNPS/MassIVE
31624	314.26	GNPS/MassIVE
31625	314.26	GNPS/MassIVE
31626	314.26	GNPS/MassIVE
31627	314.26	GNPS/MassIVE
31628	314.26	GNPS/MassIVE
31629	314.26	GNPS/MassIVE
31630	314.26	MetaboLights
31631	314.26	GNPS/MassIVE
31632	314.26	GNPS/MassIVE
31633	314.26	GNPS/MassIVE
31634	314.26	GNPS/MassIVE
31635	314.26	GNPS/MassIVE
31636	314.26	GNPS/MassIVE
31637	314.26	GNPS/MassIVE
31638	314.26	GNPS/MassIVE
31639	314.26	GNPS/MassIVE
31640	314.26	GNPS/MassIVE
31641	314.26	GNPS/MassIVE
31642	314.26	GNPS/MassIVE
31643	314.26	GNPS/MassIVE
31644	314.26	GNPS/MassIVE
31645	314.26	GNPS/MassIVE
31646	314.26	GNPS/MassIVE
31647	314.26	GNPS/MassIVE
31648	314.26	GNPS/MassIVE
31649	314.26	GNPS/MassIVE
31650	314.26	GNPS/MassIVE
31651	314.26	GNPS/MassIVE
31652	314.26	GNPS/MassIVE
31653	314.26	GNPS/MassIVE
31654	314.26	GNPS/MassIVE
31655	314.26	GNPS/MassIVE
31656	314.26	GNPS/MassIVE
31657	314.26	GNPS/MassIVE
31658	314.26	GNPS/MassIVE
31659	314.26	GNPS/MassIVE
31660	314.26	GNPS/MassIVE
31661	314.26	GNPS/MassIVE
31662	314.26	GNPS/MassIVE
31663	314.26	GNPS/MassIVE
31664	314.41	GNPS/MassIVE
31665	314.41	GNPS/MassIVE
31666	314.41	GNPS/MassIVE
31667	314.41	MetaboLights
31668	314.41	GNPS/MassIVE
31669	314.41	GNPS/MassIVE
31670	314.41	MetaboLights
31671	314.41	MetaboLights
31672	315.06	GNPS/MassIVE
31673	315.06	GNPS/MassIVE
31674	315.06	GNPS/MassIVE
31675	315.06	GNPS/MassIVE
31676	315.06	GNPS/MassIVE
31677	315.1	GNPS/MassIVE
31678	315.13	GNPS/MassIVE
31679	315.15	GNPS/MassIVE
31680	315.15	GNPS/MassIVE
31681	315.15	GNPS/MassIVE
31682	315.15	GNPS/MassIVE
31683	315.15	GNPS/MassIVE
31684	315.15	GNPS/MassIVE
31685	315.15	GNPS/MassIVE
31686	315.15	GNPS/MassIVE
31687	315.15	GNPS/MassIVE
31688	316.06	GNPS/MassIVE
31689	316.06	GNPS/MassIVE
31690	316.13	GNPS/MassIVE
31691	316.13	GNPS/MassIVE
31692	316.15	GNPS/MassIVE
31693	316.15	GNPS/MassIVE
31694	316.15	GNPS/MassIVE
31695	316.19	GNPS/MassIVE
31696	316.19	GNPS/MassIVE
31697	316.2	GNPS/MassIVE
31698	316.22	GNPS/MassIVE
31699	316.28	GNPS/MassIVE
31700	316.28	GNPS/MassIVE
31701	316.28	GNPS/MassIVE
31702	316.28	Metabolomics Workbench
31703	317.13	GNPS/MassIVE
31704	317.13	GNPS/MassIVE
31705	317.13	GNPS/MassIVE
31706	317.13	GNPS/MassIVE
31707	317.17	GNPS/MassIVE
31708	317.17	GNPS/MassIVE
31709	317.17	GNPS/MassIVE
31710	317.17	GNPS/MassIVE
31711	317.17	GNPS/MassIVE
31712	317.17	GNPS/MassIVE
31713	317.17	GNPS/MassIVE
31714	317.17	GNPS/MassIVE
31715	317.17	GNPS/MassIVE
31716	317.17	GNPS/MassIVE
31717	317.17	GNPS/MassIVE
31718	317.17	GNPS/MassIVE
31719	318.2	GNPS/MassIVE
31720	318.2	GNPS/MassIVE
31721	318.22	GNPS/MassIVE
31722	318.22	GNPS/MassIVE
31723	318.22	GNPS/MassIVE
31724	318.22	GNPS/MassIVE
31725	318.22	GNPS/MassIVE
31726	318.22	GNPS/MassIVE
31727	318.22	GNPS/MassIVE
31728	318.22	GNPS/MassIVE
31729	318.22	Metabolomics Workbench
31730	318.22	GNPS/MassIVE
31731	318.29	GNPS/MassIVE
31732	318.29	GNPS/MassIVE
31733	318.29	GNPS/MassIVE
31734	318.29	GNPS/MassIVE
31735	318.29	GNPS/MassIVE
31736	318.29	GNPS/MassIVE
31737	318.29	GNPS/MassIVE
31738	318.29	GNPS/MassIVE
31739	318.29	GNPS/MassIVE
31740	318.29	GNPS/MassIVE
31741	318.29	GNPS/MassIVE
31742	318.29	GNPS/MassIVE
31743	318.29	GNPS/MassIVE
31744	318.29	GNPS/MassIVE
31745	318.29	GNPS/MassIVE
31746	318.29	GNPS/MassIVE
31747	318.29	GNPS/MassIVE
31748	318.29	GNPS/MassIVE
31749	318.29	GNPS/MassIVE
31750	318.29	GNPS/MassIVE
31751	318.29	GNPS/MassIVE
31752	318.29	GNPS/MassIVE
31753	318.29	GNPS/MassIVE
31754	318.29	GNPS/MassIVE
31755	318.29	GNPS/MassIVE
31756	318.29	GNPS/MassIVE
31757	318.29	GNPS/MassIVE
31758	318.29	GNPS/MassIVE
31759	318.29	GNPS/MassIVE
31760	318.29	GNPS/MassIVE
31761	318.29	GNPS/MassIVE
31762	318.29	GNPS/MassIVE
31763	318.29	GNPS/MassIVE
31764	318.29	GNPS/MassIVE
31765	318.29	GNPS/MassIVE
31766	318.29	GNPS/MassIVE
31767	318.29	GNPS/MassIVE
31768	318.29	GNPS/MassIVE
31769	318.29	GNPS/MassIVE
31770	319.13	GNPS/MassIVE
31771	319.15	GNPS/MassIVE
31772	319.15	GNPS/MassIVE
31773	319.15	GNPS/MassIVE
31774	319.15	GNPS/MassIVE
31775	319.15	GNPS/MassIVE
31776	319.15	GNPS/MassIVE
31777	319.15	GNPS/MassIVE
31778	319.15	GNPS/MassIVE
31779	319.15	GNPS/MassIVE
31780	319.15	GNPS/MassIVE
31781	319.15	GNPS/MassIVE
31782	319.15	GNPS/MassIVE
31783	319.15	GNPS/MassIVE
31784	319.15	GNPS/MassIVE
31785	319.15	GNPS/MassIVE
31786	319.15	GNPS/MassIVE
31787	319.15	GNPS/MassIVE
31788	319.15	GNPS/MassIVE
31789	319.15	GNPS/MassIVE
31790	319.15	GNPS/MassIVE
31791	319.15	GNPS/MassIVE
31792	319.15	GNPS/MassIVE
31793	319.15	GNPS/MassIVE
31794	319.15	GNPS/MassIVE
31795	319.15	GNPS/MassIVE
31796	319.15	GNPS/MassIVE
31797	319.15	GNPS/MassIVE
31798	319.15	GNPS/MassIVE
31799	319.15	GNPS/MassIVE
31800	319.15	GNPS/MassIVE
31801	319.19	GNPS/MassIVE
31802	319.19	GNPS/MassIVE
31803	320.21	Metabolomics Workbench
31804	320.24	Metabolomics Workbench
31805	320.24	GNPS/MassIVE
31806	320.24	GNPS/MassIVE
31807	320.28	GNPS/MassIVE
31808	320.31	GNPS/MassIVE
31809	320.29	GNPS/MassIVE
31810	320.29	GNPS/MassIVE
31811	320.29	GNPS/MassIVE
31812	320.3	GNPS/MassIVE
31813	320.31	GNPS/MassIVE
31814	320.31	GNPS/MassIVE
31815	320.31	Metabolomics Workbench
31816	320.31	Metabolomics Workbench
31817	320.31	GNPS/MassIVE
31818	320.31	GNPS/MassIVE
31819	320.31	GNPS/MassIVE
31820	320.31	GNPS/MassIVE
31821	320.31	GNPS/MassIVE
31822	320.31	Metabolomics Workbench
31823	320.31	GNPS/MassIVE
31824	320.31	GNPS/MassIVE
31825	320.31	GNPS/MassIVE
31826	320.31	GNPS/MassIVE
31827	320.31	GNPS/MassIVE
31828	320.31	GNPS/MassIVE
31829	320.31	GNPS/MassIVE
31830	320.31	GNPS/MassIVE
31831	320.31	GNPS/MassIVE
31832	320.31	GNPS/MassIVE
31833	320.31	GNPS/MassIVE
31834	320.31	GNPS/MassIVE
31835	320.31	GNPS/MassIVE
31836	320.31	GNPS/MassIVE
31837	320.31	Metabolomics Workbench
31838	320.31	GNPS/MassIVE
31839	320.31	GNPS/MassIVE
31840	320.31	GNPS/MassIVE
31841	320.31	GNPS/MassIVE
31842	320.31	GNPS/MassIVE
31843	320.31	GNPS/MassIVE
31844	321.2	GNPS/MassIVE
31845	321.2	GNPS/MassIVE
31846	321.2	GNPS/MassIVE
31847	321.2	GNPS/MassIVE
31848	321.2	GNPS/MassIVE
31849	321.27	GNPS/MassIVE
31850	321.27	GNPS/MassIVE
31851	321.29	GNPS/MassIVE
31852	322.16	GNPS/MassIVE
31853	322.21	GNPS/MassIVE
31854	322.21	GNPS/MassIVE
31855	322.25	GNPS/MassIVE
31856	322.25	GNPS/MassIVE
31857	322.25	GNPS/MassIVE
31858	322.25	GNPS/MassIVE
31859	322.25	GNPS/MassIVE
31860	322.25	GNPS/MassIVE
31861	322.25	GNPS/MassIVE
31862	322.25	GNPS/MassIVE
31863	322.25	GNPS/MassIVE
31864	322.25	GNPS/MassIVE
31865	322.25	GNPS/MassIVE
31866	322.25	GNPS/MassIVE
31867	322.32	Metabolomics Workbench
31868	322.32	GNPS/MassIVE
31869	322.32	GNPS/MassIVE
31870	322.32	Metabolomics Workbench
31871	322.32	GNPS/MassIVE
31872	322.32	GNPS/MassIVE
31873	322.32	GNPS/MassIVE
31874	322.32	GNPS/MassIVE
31875	322.32	GNPS/MassIVE
31876	322.32	GNPS/MassIVE
31877	322.33	GNPS/MassIVE
31878	322.32	GNPS/MassIVE
31879	322.32	GNPS/MassIVE
31880	322.32	GNPS/MassIVE
31881	322.32	GNPS/MassIVE
31882	322.32	GNPS/MassIVE
31883	322.32	GNPS/MassIVE
31884	322.32	GNPS/MassIVE
31885	322.32	GNPS/MassIVE
31886	322.32	GNPS/MassIVE
31887	322.32	GNPS/MassIVE
31888	322.32	GNPS/MassIVE
31889	322.32	GNPS/MassIVE
31890	322.32	GNPS/MassIVE
31891	322.32	GNPS/MassIVE
31892	322.32	GNPS/MassIVE
31893	322.32	GNPS/MassIVE
31894	322.32	GNPS/MassIVE
31895	322.32	GNPS/MassIVE
31896	322.32	GNPS/MassIVE
31897	322.32	GNPS/MassIVE
31898	322.32	GNPS/MassIVE
31899	322.32	GNPS/MassIVE
31900	322.32	GNPS/MassIVE
31901	322.32	GNPS/MassIVE
31902	322.32	GNPS/MassIVE
31903	322.32	GNPS/MassIVE
31904	322.32	GNPS/MassIVE
31905	322.32	GNPS/MassIVE
31906	322.32	GNPS/MassIVE
31907	322.32	GNPS/MassIVE
31908	322.32	GNPS/MassIVE
31909	322.33	GNPS/MassIVE
31910	323.16	GNPS/MassIVE
31911	323.16	GNPS/MassIVE
31912	323.16	GNPS/MassIVE
31913	323.16	GNPS/MassIVE
31914	323.17	GNPS/MassIVE
31915	323.19	GNPS/MassIVE
31916	323.2	GNPS/MassIVE
31917	323.21	GNPS/MassIVE
31918	323.2	GNPS/MassIVE
31919	323.21	GNPS/MassIVE
31920	323.21	GNPS/MassIVE
31921	323.21	GNPS/MassIVE
31922	323.21	GNPS/MassIVE
31923	323.21	GNPS/MassIVE
31924	323.22	GNPS/MassIVE
31925	324.08	GNPS/MassIVE
31926	324.08	GNPS/MassIVE
31927	324.08	GNPS/MassIVE
31928	324.08	GNPS/MassIVE
31929	324.12	GNPS/MassIVE
31930	324.12	GNPS/MassIVE
31931	324.12	GNPS/MassIVE
31932	324.12	GNPS/MassIVE
31933	324.12	GNPS/MassIVE
31934	324.2	GNPS/MassIVE
31935	324.21	GNPS/MassIVE
31936	324.21	GNPS/MassIVE
31937	324.26	GNPS/MassIVE
31938	324.27	GNPS/MassIVE
31939	324.27	GNPS/MassIVE
31940	324.27	GNPS/MassIVE
31941	324.27	GNPS/MassIVE
31942	325.17	GNPS/MassIVE
31943	325.17	GNPS/MassIVE
31944	325.17	GNPS/MassIVE
31945	325.17	GNPS/MassIVE
31946	325.17	GNPS/MassIVE
31947	325.17	GNPS/MassIVE
31948	325.17	GNPS/MassIVE
31949	325.17	GNPS/MassIVE
31950	325.17	GNPS/MassIVE
31951	325.17	GNPS/MassIVE
31952	325.17	GNPS/MassIVE
31953	325.17	GNPS/MassIVE
31954	325.17	GNPS/MassIVE
31955	325.17	GNPS/MassIVE
31956	325.17	GNPS/MassIVE
31957	325.17	GNPS/MassIVE
31958	325.17	GNPS/MassIVE
31959	325.17	GNPS/MassIVE
31960	325.17	GNPS/MassIVE
31961	325.17	GNPS/MassIVE
31962	325.17	GNPS/MassIVE
31963	325.17	GNPS/MassIVE
31964	325.17	GNPS/MassIVE
31965	325.23	GNPS/MassIVE
31966	325.23	GNPS/MassIVE
31967	326.22	GNPS/MassIVE
31968	326.22	GNPS/MassIVE
31969	326.22	GNPS/MassIVE
31970	326.28	GNPS/MassIVE
31971	326.28	GNPS/MassIVE
31972	327.11	GNPS/MassIVE
31973	327.14	GNPS/MassIVE
31974	327.16	GNPS/MassIVE
31975	327.16	GNPS/MassIVE
31976	327.19	GNPS/MassIVE
31977	327.19	GNPS/MassIVE
31978	327.18	GNPS/MassIVE
31979	327.18	GNPS/MassIVE
31980	327.19	GNPS/MassIVE
31981	327.19	GNPS/MassIVE
31982	327.19	GNPS/MassIVE
31983	327.19	GNPS/MassIVE
31984	327.19	GNPS/MassIVE
31985	327.19	GNPS/MassIVE
31986	327.19	GNPS/MassIVE
31987	327.19	GNPS/MassIVE
31988	327.19	GNPS/MassIVE
31989	327.19	GNPS/MassIVE
31990	327.19	GNPS/MassIVE
31991	327.19	GNPS/MassIVE
31992	327.19	GNPS/MassIVE
31993	327.19	GNPS/MassIVE
31994	327.19	GNPS/MassIVE
31995	327.19	GNPS/MassIVE
31996	327.19	GNPS/MassIVE
31997	327.2	GNPS/MassIVE
31998	327.21	GNPS/MassIVE
31999	327.21	GNPS/MassIVE
32000	327.21	GNPS/MassIVE
32001	327.21	GNPS/MassIVE
32002	327.21	GNPS/MassIVE
32003	327.21	GNPS/MassIVE
32004	327.21	GNPS/MassIVE
32005	327.24	GNPS/MassIVE
32006	327.25	GNPS/MassIVE
32007	327.25	GNPS/MassIVE
32008	328.09	GNPS/MassIVE
32009	328.09	GNPS/MassIVE
32010	328.1	GNPS/MassIVE
32011	328.1	GNPS/MassIVE
32012	328.1	GNPS/MassIVE
32013	328.14	GNPS/MassIVE
32014	328.14	GNPS/MassIVE
32015	328.15	GNPS/MassIVE
32016	328.15	GNPS/MassIVE
32017	328.15	GNPS/MassIVE
32018	328.15	GNPS/MassIVE
32019	328.15	GNPS/MassIVE
32020	328.15	GNPS/MassIVE
