scan	delta_mass_r2	repository
816	42.01	GNPS/MassIVE
817	42.01	GNPS/MassIVE
818	42.01	GNPS/MassIVE
819	42.01	GNPS/MassIVE
820	42.01	GNPS/MassIVE
821	42.01	GNPS/MassIVE
822	42.01	GNPS/MassIVE
823	42.01	GNPS/MassIVE
824	42.01	GNPS/MassIVE
825	42.01	GNPS/MassIVE
826	42.01	GNPS/MassIVE
827	42.01	GNPS/MassIVE
828	42.01	GNPS/MassIVE
829	42.01	GNPS/MassIVE
830	42.01	GNPS/MassIVE
831	42.01	Metabolomics Workbench
832	42.01	GNPS/MassIVE
833	42.01	GNPS/MassIVE
834	42.01	GNPS/MassIVE
835	42.01	GNPS/MassIVE
836	42.01	GNPS/MassIVE
837	42.01	GNPS/MassIVE
838	42.01	GNPS/MassIVE
839	42.01	GNPS/MassIVE
840	42.01	GNPS/MassIVE
841	42.01	GNPS/MassIVE
842	42.01	GNPS/MassIVE
843	42.01	GNPS/MassIVE
844	42.01	GNPS/MassIVE
845	42.01	GNPS/MassIVE
846	42.01	GNPS/MassIVE
847	42.01	GNPS/MassIVE
848	42.01	GNPS/MassIVE
849	42.01	GNPS/MassIVE
850	42.01	GNPS/MassIVE
851	42.01	GNPS/MassIVE
852	42.01	GNPS/MassIVE
853	42.01	GNPS/MassIVE
854	42.01	GNPS/MassIVE
855	42.01	GNPS/MassIVE
856	42.01	GNPS/MassIVE
857	42.01	GNPS/MassIVE
858	42.01	GNPS/MassIVE
859	42.01	GNPS/MassIVE
860	42.01	GNPS/MassIVE
861	42.01	GNPS/MassIVE
862	42.01	GNPS/MassIVE
863	42.01	Metabolomics Workbench
864	42.01	GNPS/MassIVE
865	42.01	Metabolomics Workbench
866	42.01	Metabolomics Workbench
867	42.01	Metabolomics Workbench
868	42.01	Metabolomics Workbench
869	42.01	Metabolomics Workbench
870	42.01	GNPS/MassIVE
871	42.01	Metabolomics Workbench
872	42.01	GNPS/MassIVE
873	42.01	GNPS/MassIVE
874	42.01	GNPS/MassIVE
875	42.01	GNPS/MassIVE
876	42.01	GNPS/MassIVE
877	42.01	GNPS/MassIVE
878	42.01	GNPS/MassIVE
879	42.01	GNPS/MassIVE
880	42.01	GNPS/MassIVE
881	42.01	GNPS/MassIVE
882	42.01	GNPS/MassIVE
883	42.01	GNPS/MassIVE
884	42.01	GNPS/MassIVE
885	42.01	GNPS/MassIVE
886	42.01	GNPS/MassIVE
887	42.01	Metabolomics Workbench
888	42.01	GNPS/MassIVE
889	42.01	GNPS/MassIVE
890	42.01	GNPS/MassIVE
891	42.01	GNPS/MassIVE
892	42.01	GNPS/MassIVE
893	42.01	GNPS/MassIVE
894	42.01	GNPS/MassIVE
895	42.01	GNPS/MassIVE
896	42.01	GNPS/MassIVE
897	42.01	GNPS/MassIVE
898	42.01	GNPS/MassIVE
899	42.01	GNPS/MassIVE
900	42.01	GNPS/MassIVE
901	42.01	GNPS/MassIVE
902	42.01	GNPS/MassIVE
903	42.01	GNPS/MassIVE
904	42.01	GNPS/MassIVE
905	42.01	GNPS/MassIVE
906	42.01	GNPS/MassIVE
907	42.01	GNPS/MassIVE
908	42.01	GNPS/MassIVE
909	42.01	GNPS/MassIVE
910	42.01	GNPS/MassIVE
911	42.01	MetaboLights
912	42.01	GNPS/MassIVE
913	42.01	GNPS/MassIVE
914	42.01	GNPS/MassIVE
915	42.01	Metabolomics Workbench
916	42.01	Metabolomics Workbench
917	42.01	GNPS/MassIVE
918	42.01	GNPS/MassIVE
919	42.01	GNPS/MassIVE
920	42.01	GNPS/MassIVE
921	42.01	GNPS/MassIVE
922	42.01	GNPS/MassIVE
923	42.01	GNPS/MassIVE
924	42.01	GNPS/MassIVE
925	42.01	GNPS/MassIVE
926	42.01	Metabolomics Workbench
927	42.01	MetaboLights
928	42.01	Metabolomics Workbench
929	42.01	Metabolomics Workbench
930	42.01	Metabolomics Workbench
931	42.01	Metabolomics Workbench
932	42.01	Metabolomics Workbench
933	42.01	GNPS/MassIVE
934	42.01	GNPS/MassIVE
935	42.01	GNPS/MassIVE
936	42.01	GNPS/MassIVE
937	42.01	GNPS/MassIVE
938	42.01	GNPS/MassIVE
939	42.01	Metabolomics Workbench
940	42.01	MetaboLights
941	42.01	GNPS/MassIVE
942	42.01	GNPS/MassIVE
943	42.01	GNPS/MassIVE
944	42.01	GNPS/MassIVE
945	42.01	Metabolomics Workbench
946	42.01	GNPS/MassIVE
947	42.01	Metabolomics Workbench
948	42.01	Metabolomics Workbench
949	42.01	GNPS/MassIVE
950	42.01	GNPS/MassIVE
951	42.01	GNPS/MassIVE
952	42.01	GNPS/MassIVE
953	42.01	GNPS/MassIVE
954	42.01	GNPS/MassIVE
955	42.01	GNPS/MassIVE
956	42.01	GNPS/MassIVE
957	42.01	GNPS/MassIVE
958	42.01	GNPS/MassIVE
959	42.01	GNPS/MassIVE
960	42.01	GNPS/MassIVE
961	42.01	GNPS/MassIVE
962	42.01	GNPS/MassIVE
963	42.01	GNPS/MassIVE
964	42.01	GNPS/MassIVE
965	42.01	GNPS/MassIVE
966	42.01	GNPS/MassIVE
967	42.01	GNPS/MassIVE
968	42.01	GNPS/MassIVE
969	42.01	GNPS/MassIVE
970	42.01	MetaboLights
971	42.01	GNPS/MassIVE
972	42.01	GNPS/MassIVE
973	42.01	MetaboLights
974	42.01	GNPS/MassIVE
975	42.01	GNPS/MassIVE
976	42.01	GNPS/MassIVE
977	42.01	MetaboLights
978	42.01	MetaboLights
979	42.01	GNPS/MassIVE
980	42.01	Metabolomics Workbench
981	42.01	Metabolomics Workbench
982	42.01	Metabolomics Workbench
983	42.01	Metabolomics Workbench
984	42.01	Metabolomics Workbench
985	42.01	GNPS/MassIVE
986	42.01	GNPS/MassIVE
987	42.01	GNPS/MassIVE
988	42.01	GNPS/MassIVE
989	42.01	GNPS/MassIVE
990	42.01	GNPS/MassIVE
991	42.01	GNPS/MassIVE
992	42.01	GNPS/MassIVE
993	42.01	GNPS/MassIVE
994	42.01	GNPS/MassIVE
995	42.01	GNPS/MassIVE
996	42.01	GNPS/MassIVE
997	42.01	GNPS/MassIVE
998	42.01	GNPS/MassIVE
999	42.01	GNPS/MassIVE
1000	42.01	GNPS/MassIVE
1001	42.01	GNPS/MassIVE
1002	42.01	GNPS/MassIVE
1003	42.01	GNPS/MassIVE
1004	42.01	GNPS/MassIVE
1005	42.01	GNPS/MassIVE
1006	42.01	GNPS/MassIVE
1007	42.01	GNPS/MassIVE
1008	42.01	GNPS/MassIVE
1009	42.01	GNPS/MassIVE
1010	42.01	GNPS/MassIVE
1011	42.01	GNPS/MassIVE
1012	42.01	GNPS/MassIVE
1013	42.01	GNPS/MassIVE
1014	42.01	GNPS/MassIVE
1015	42.01	GNPS/MassIVE
1016	42.01	GNPS/MassIVE
1017	42.01	GNPS/MassIVE
1018	42.01	MetaboLights
1019	42.01	GNPS/MassIVE
1020	42.01	GNPS/MassIVE
1021	42.01	GNPS/MassIVE
1022	42.01	GNPS/MassIVE
1023	42.01	GNPS/MassIVE
1024	42.01	GNPS/MassIVE
1025	42.01	GNPS/MassIVE
1026	42.01	GNPS/MassIVE
1027	42.01	GNPS/MassIVE
1028	42.01	GNPS/MassIVE
1029	42.01	GNPS/MassIVE
1030	42.01	GNPS/MassIVE
1031	42.01	GNPS/MassIVE
1032	42.01	GNPS/MassIVE
1033	42.01	GNPS/MassIVE
1034	42.01	GNPS/MassIVE
1035	42.01	GNPS/MassIVE
1036	42.01	GNPS/MassIVE
1037	42.01	GNPS/MassIVE
1038	42.01	GNPS/MassIVE
1039	42.01	GNPS/MassIVE
1040	42.01	GNPS/MassIVE
1041	42.01	MetaboLights
1042	42.01	Metabolomics Workbench
1043	42.01	Metabolomics Workbench
1044	42.01	GNPS/MassIVE
1045	42.01	Metabolomics Workbench
1046	42.01	Metabolomics Workbench
1047	42.01	Metabolomics Workbench
1048	42.01	GNPS/MassIVE
1049	42.01	GNPS/MassIVE
1050	42.01	GNPS/MassIVE
1051	42.01	GNPS/MassIVE
1052	42.01	GNPS/MassIVE
1053	42.01	GNPS/MassIVE
1054	42.01	GNPS/MassIVE
1055	42.01	GNPS/MassIVE
1056	42.01	GNPS/MassIVE
1057	42.01	GNPS/MassIVE
1058	42.01	GNPS/MassIVE
1059	42.01	GNPS/MassIVE
1060	42.01	Metabolomics Workbench
1061	42.01	GNPS/MassIVE
1062	42.01	GNPS/MassIVE
1063	42.01	GNPS/MassIVE
1064	42.01	GNPS/MassIVE
1065	42.01	GNPS/MassIVE
1066	42.01	GNPS/MassIVE
1067	42.01	GNPS/MassIVE
1068	42.01	GNPS/MassIVE
1069	42.01	GNPS/MassIVE
1070	42.01	GNPS/MassIVE
1071	42.01	GNPS/MassIVE
1072	42.01	GNPS/MassIVE
1073	42.01	GNPS/MassIVE
1074	42.01	GNPS/MassIVE
1075	42.01	GNPS/MassIVE
1076	42.01	GNPS/MassIVE
1077	42.01	GNPS/MassIVE
1078	42.01	GNPS/MassIVE
1079	42.01	GNPS/MassIVE
1080	42.01	GNPS/MassIVE
1081	42.01	GNPS/MassIVE
1082	42.01	GNPS/MassIVE
1083	42.01	Metabolomics Workbench
1084	42.01	GNPS/MassIVE
1085	42.01	GNPS/MassIVE
1086	42.01	GNPS/MassIVE
1087	42.01	GNPS/MassIVE
1088	42.01	Metabolomics Workbench
1089	42.01	GNPS/MassIVE
1090	42.01	GNPS/MassIVE
1091	42.01	GNPS/MassIVE
1092	42.01	GNPS/MassIVE
1093	42.01	GNPS/MassIVE
1094	42.01	GNPS/MassIVE
1095	42.01	GNPS/MassIVE
1096	42.01	GNPS/MassIVE
1097	42.01	GNPS/MassIVE
1098	42.01	GNPS/MassIVE
1099	42.01	GNPS/MassIVE
1100	42.01	GNPS/MassIVE
1101	42.01	GNPS/MassIVE
1102	42.01	GNPS/MassIVE
1103	42.01	GNPS/MassIVE
1104	42.01	GNPS/MassIVE
1105	42.01	GNPS/MassIVE
1106	42.01	GNPS/MassIVE
1107	42.01	GNPS/MassIVE
1108	42.01	GNPS/MassIVE
1109	42.01	MetaboLights
1110	42.01	GNPS/MassIVE
1111	42.01	MetaboLights
1112	42.01	MetaboLights
1113	42.01	MetaboLights
1114	42.01	MetaboLights
1115	42.01	MetaboLights
1116	42.01	MetaboLights
1117	42.01	MetaboLights
1118	42.01	GNPS/MassIVE
1119	42.01	GNPS/MassIVE
1120	42.01	GNPS/MassIVE
1121	42.01	GNPS/MassIVE
1122	42.01	GNPS/MassIVE
1123	42.01	GNPS/MassIVE
1124	42.01	GNPS/MassIVE
1125	42.01	Metabolomics Workbench
1126	42.01	Metabolomics Workbench
1127	42.01	Metabolomics Workbench
1128	42.01	Metabolomics Workbench
1129	42.01	GNPS/MassIVE
1130	42.01	GNPS/MassIVE
1131	42.01	GNPS/MassIVE
1132	42.01	GNPS/MassIVE
1133	42.01	GNPS/MassIVE
1134	42.01	GNPS/MassIVE
1135	42.01	GNPS/MassIVE
1136	42.01	GNPS/MassIVE
1137	42.01	Metabolomics Workbench
1138	42.01	GNPS/MassIVE
1139	42.01	GNPS/MassIVE
1140	42.01	GNPS/MassIVE
1141	42.01	GNPS/MassIVE
1142	42.01	GNPS/MassIVE
1143	42.01	GNPS/MassIVE
1144	42.01	GNPS/MassIVE
1145	42.01	GNPS/MassIVE
1146	42.01	GNPS/MassIVE
1147	42.01	GNPS/MassIVE
1148	42.01	Metabolomics Workbench
1149	42.01	Metabolomics Workbench
1150	42.01	GNPS/MassIVE
1151	42.01	GNPS/MassIVE
1152	42.01	GNPS/MassIVE
1153	42.01	GNPS/MassIVE
1154	42.01	GNPS/MassIVE
1155	42.01	GNPS/MassIVE
1156	42.01	GNPS/MassIVE
1157	42.01	GNPS/MassIVE
1158	42.01	GNPS/MassIVE
1159	42.01	GNPS/MassIVE
1160	42.01	GNPS/MassIVE
1161	42.01	GNPS/MassIVE
1162	42.01	GNPS/MassIVE
1163	42.01	GNPS/MassIVE
1164	42.01	GNPS/MassIVE
1165	42.01	GNPS/MassIVE
1166	42.01	GNPS/MassIVE
1167	42.01	GNPS/MassIVE
1168	42.01	GNPS/MassIVE
1169	42.01	GNPS/MassIVE
1170	42.01	GNPS/MassIVE
1171	42.01	GNPS/MassIVE
1172	42.01	GNPS/MassIVE
1173	42.01	GNPS/MassIVE
1174	42.01	GNPS/MassIVE
1175	42.01	GNPS/MassIVE
1176	42.01	GNPS/MassIVE
1177	42.01	GNPS/MassIVE
1178	42.01	GNPS/MassIVE
1179	42.01	GNPS/MassIVE
1180	42.01	GNPS/MassIVE
1181	42.01	GNPS/MassIVE
1182	42.01	GNPS/MassIVE
1183	42.01	GNPS/MassIVE
1184	42.01	GNPS/MassIVE
1185	42.01	GNPS/MassIVE
1186	42.01	GNPS/MassIVE
1187	42.01	GNPS/MassIVE
1188	42.01	GNPS/MassIVE
1189	42.01	GNPS/MassIVE
1190	42.01	GNPS/MassIVE
1191	42.01	GNPS/MassIVE
1192	42.01	MetaboLights
1193	42.01	MetaboLights
1194	42.01	MetaboLights
1195	42.01	MetaboLights
1196	42.01	GNPS/MassIVE
1197	42.01	MetaboLights
1198	42.01	Metabolomics Workbench
1199	42.01	GNPS/MassIVE
1200	42.01	Metabolomics Workbench
1201	42.01	GNPS/MassIVE
1202	42.01	GNPS/MassIVE
1203	42.01	GNPS/MassIVE
1204	42.01	GNPS/MassIVE
1205	42.01	GNPS/MassIVE
1206	42.01	GNPS/MassIVE
1207	42.01	GNPS/MassIVE
1208	42.01	GNPS/MassIVE
1209	42.01	GNPS/MassIVE
1210	42.01	GNPS/MassIVE
1211	42.01	GNPS/MassIVE
1212	42.01	GNPS/MassIVE
1213	42.01	GNPS/MassIVE
1214	42.01	GNPS/MassIVE
1215	42.01	GNPS/MassIVE
1216	42.01	GNPS/MassIVE
1217	42.01	GNPS/MassIVE
1218	42.01	GNPS/MassIVE
1219	42.01	GNPS/MassIVE
1220	42.01	GNPS/MassIVE
1221	42.01	GNPS/MassIVE
1222	42.01	GNPS/MassIVE
1223	42.01	GNPS/MassIVE
1224	42.01	GNPS/MassIVE
1225	42.01	GNPS/MassIVE
1226	42.01	GNPS/MassIVE
1227	42.01	GNPS/MassIVE
1228	42.01	GNPS/MassIVE
1229	42.01	GNPS/MassIVE
1230	42.01	GNPS/MassIVE
1231	42.01	GNPS/MassIVE
1232	42.01	GNPS/MassIVE
1233	42.01	GNPS/MassIVE
1234	42.01	GNPS/MassIVE
1235	42.01	GNPS/MassIVE
1236	42.01	GNPS/MassIVE
1237	42.01	GNPS/MassIVE
1238	42.01	GNPS/MassIVE
1239	42.01	GNPS/MassIVE
1240	42.01	GNPS/MassIVE
1241	42.01	GNPS/MassIVE
1242	42.01	GNPS/MassIVE
1243	42.01	GNPS/MassIVE
1244	42.01	GNPS/MassIVE
1245	42.01	GNPS/MassIVE
1246	42.01	GNPS/MassIVE
1247	42.01	GNPS/MassIVE
1248	42.01	GNPS/MassIVE
1249	42.01	GNPS/MassIVE
1250	42.01	GNPS/MassIVE
1251	42.01	GNPS/MassIVE
1252	42.01	GNPS/MassIVE
1253	42.01	GNPS/MassIVE
1254	42.01	GNPS/MassIVE
1255	42.01	GNPS/MassIVE
1256	42.01	GNPS/MassIVE
1257	42.01	GNPS/MassIVE
1258	42.01	GNPS/MassIVE
1259	42.01	GNPS/MassIVE
1260	42.01	GNPS/MassIVE
1261	42.01	GNPS/MassIVE
1262	42.01	GNPS/MassIVE
1263	42.01	GNPS/MassIVE
1264	42.01	GNPS/MassIVE
1265	42.01	GNPS/MassIVE
1266	42.01	GNPS/MassIVE
1267	42.01	GNPS/MassIVE
1268	42.01	GNPS/MassIVE
1269	42.01	GNPS/MassIVE
1270	42.01	GNPS/MassIVE
1271	42.01	GNPS/MassIVE
1272	42.01	GNPS/MassIVE
1273	42.01	GNPS/MassIVE
1274	42.01	GNPS/MassIVE
1275	42.01	GNPS/MassIVE
1276	42.01	GNPS/MassIVE
1277	42.01	GNPS/MassIVE
1278	42.01	GNPS/MassIVE
1279	42.01	GNPS/MassIVE
1280	42.01	GNPS/MassIVE
1281	42.01	GNPS/MassIVE
1282	42.01	GNPS/MassIVE
1283	42.01	GNPS/MassIVE
1284	42.01	GNPS/MassIVE
1285	42.01	Metabolomics Workbench
1286	42.01	GNPS/MassIVE
1287	42.01	GNPS/MassIVE
1288	42.01	GNPS/MassIVE
1289	42.01	GNPS/MassIVE
1290	42.01	GNPS/MassIVE
1291	42.01	GNPS/MassIVE
1292	42.01	GNPS/MassIVE
1293	42.01	GNPS/MassIVE
1294	42.01	GNPS/MassIVE
1295	42.01	GNPS/MassIVE
1296	42.01	GNPS/MassIVE
1297	42.01	GNPS/MassIVE
1298	42.01	GNPS/MassIVE
1299	42.01	GNPS/MassIVE
1300	42.01	GNPS/MassIVE
1301	42.01	GNPS/MassIVE
1302	42.01	GNPS/MassIVE
1303	42.01	GNPS/MassIVE
1304	42.01	GNPS/MassIVE
1305	42.01	GNPS/MassIVE
1306	42.01	GNPS/MassIVE
1307	42.01	GNPS/MassIVE
1308	42.01	GNPS/MassIVE
1309	42.01	GNPS/MassIVE
1310	42.01	GNPS/MassIVE
1311	42.01	GNPS/MassIVE
1312	42.01	GNPS/MassIVE
1313	42.01	GNPS/MassIVE
1314	42.01	GNPS/MassIVE
1315	42.01	GNPS/MassIVE
1316	42.01	GNPS/MassIVE
1317	42.01	GNPS/MassIVE
1318	42.01	GNPS/MassIVE
1319	42.01	GNPS/MassIVE
1320	42.01	GNPS/MassIVE
1321	42.01	GNPS/MassIVE
1322	42.01	GNPS/MassIVE
1323	42.01	GNPS/MassIVE
1324	42.01	GNPS/MassIVE
1325	42.01	GNPS/MassIVE
1326	42.01	GNPS/MassIVE
1327	42.01	GNPS/MassIVE
1328	42.01	GNPS/MassIVE
1329	42.01	GNPS/MassIVE
1330	42.01	GNPS/MassIVE
1331	42.01	GNPS/MassIVE
1332	42.01	GNPS/MassIVE
1333	42.01	GNPS/MassIVE
1334	42.01	GNPS/MassIVE
1335	42.01	GNPS/MassIVE
1336	42.01	GNPS/MassIVE
1337	42.01	GNPS/MassIVE
1338	42.01	GNPS/MassIVE
1339	42.01	GNPS/MassIVE
1340	42.01	GNPS/MassIVE
1341	42.01	GNPS/MassIVE
1342	42.01	GNPS/MassIVE
1343	42.01	GNPS/MassIVE
1344	42.01	GNPS/MassIVE
1345	42.01	GNPS/MassIVE
1346	42.01	Metabolomics Workbench
1347	42.01	GNPS/MassIVE
1348	42.01	GNPS/MassIVE
1349	42.01	GNPS/MassIVE
1350	42.01	GNPS/MassIVE
1351	42.01	GNPS/MassIVE
1352	42.01	GNPS/MassIVE
1353	42.01	GNPS/MassIVE
1354	42.01	GNPS/MassIVE
1355	42.01	GNPS/MassIVE
1356	42.01	GNPS/MassIVE
1357	42.01	GNPS/MassIVE
1358	42.01	GNPS/MassIVE
1359	42.01	GNPS/MassIVE
1360	42.01	GNPS/MassIVE
1361	42.01	GNPS/MassIVE
1362	42.01	GNPS/MassIVE
1363	42.01	GNPS/MassIVE
1364	42.01	GNPS/MassIVE
1365	42.01	GNPS/MassIVE
1366	42.01	GNPS/MassIVE
1367	42.01	GNPS/MassIVE
1368	42.01	GNPS/MassIVE
1369	42.01	GNPS/MassIVE
1370	42.01	GNPS/MassIVE
1371	42.01	GNPS/MassIVE
1372	42.01	GNPS/MassIVE
1373	42.01	GNPS/MassIVE
1374	42.01	GNPS/MassIVE
1375	42.01	GNPS/MassIVE
1376	42.01	GNPS/MassIVE
1377	42.01	GNPS/MassIVE
1378	42.01	GNPS/MassIVE
1379	42.01	GNPS/MassIVE
1380	42.01	MetaboLights
1381	42.01	GNPS/MassIVE
1382	42.01	GNPS/MassIVE
1383	42.01	GNPS/MassIVE
1384	42.01	GNPS/MassIVE
1385	42.01	GNPS/MassIVE
1386	42.01	GNPS/MassIVE
1387	42.01	GNPS/MassIVE
1388	42.01	GNPS/MassIVE
1389	42.01	GNPS/MassIVE
1390	42.01	GNPS/MassIVE
1391	42.01	GNPS/MassIVE
1392	42.01	GNPS/MassIVE
1393	42.01	GNPS/MassIVE
1394	42.01	GNPS/MassIVE
1395	42.01	GNPS/MassIVE
1396	42.01	GNPS/MassIVE
1397	42.01	GNPS/MassIVE
1398	42.01	GNPS/MassIVE
1399	42.01	GNPS/MassIVE
1400	42.01	GNPS/MassIVE
1401	42.01	GNPS/MassIVE
1402	42.01	GNPS/MassIVE
1403	42.01	GNPS/MassIVE
1404	42.01	GNPS/MassIVE
1405	42.01	GNPS/MassIVE
1406	42.01	GNPS/MassIVE
1407	42.01	GNPS/MassIVE
1408	42.01	GNPS/MassIVE
1409	42.01	GNPS/MassIVE
1410	42.01	GNPS/MassIVE
1411	42.01	GNPS/MassIVE
1412	42.01	GNPS/MassIVE
1413	42.01	GNPS/MassIVE
1414	42.01	GNPS/MassIVE
1415	42.01	GNPS/MassIVE
1416	42.01	GNPS/MassIVE
1417	42.01	GNPS/MassIVE
1418	42.01	GNPS/MassIVE
1419	42.01	GNPS/MassIVE
1420	42.01	GNPS/MassIVE
1421	42.01	GNPS/MassIVE
1422	42.01	GNPS/MassIVE
1423	42.01	GNPS/MassIVE
1424	42.01	MetaboLights
1425	42.01	GNPS/MassIVE
1426	42.01	GNPS/MassIVE
1427	42.01	GNPS/MassIVE
1428	42.01	GNPS/MassIVE
1429	42.01	GNPS/MassIVE
1430	42.01	MetaboLights
1431	42.01	GNPS/MassIVE
1432	42.01	GNPS/MassIVE
1433	42.01	GNPS/MassIVE
1434	42.01	GNPS/MassIVE
1435	42.01	GNPS/MassIVE
1436	42.01	GNPS/MassIVE
1437	42.01	GNPS/MassIVE
1438	42.01	GNPS/MassIVE
1439	42.01	GNPS/MassIVE
1440	42.02	Metabolomics Workbench
1441	42.02	Metabolomics Workbench
1442	42.02	GNPS/MassIVE
1443	42.02	GNPS/MassIVE
1444	42.02	GNPS/MassIVE
1445	42.02	MetaboLights
1446	42.02	GNPS/MassIVE
1447	42.02	GNPS/MassIVE
1448	42.02	GNPS/MassIVE
1449	42.02	GNPS/MassIVE
1450	42.02	GNPS/MassIVE
1451	42.02	GNPS/MassIVE
1452	42.02	GNPS/MassIVE
1453	42.02	GNPS/MassIVE
1454	42.02	GNPS/MassIVE
1455	42.02	GNPS/MassIVE
1456	42.02	Metabolomics Workbench
1457	42.02	GNPS/MassIVE
1458	42.02	GNPS/MassIVE
1459	42.02	GNPS/MassIVE
1460	42.02	Metabolomics Workbench
1461	42.02	GNPS/MassIVE
1462	42.02	GNPS/MassIVE
1463	42.02	GNPS/MassIVE
1464	42.02	GNPS/MassIVE
1465	42.02	GNPS/MassIVE
1466	42.02	GNPS/MassIVE
1467	42.02	GNPS/MassIVE
1468	42.02	GNPS/MassIVE
1469	42.02	GNPS/MassIVE
1470	42.02	Metabolomics Workbench
1471	42.02	GNPS/MassIVE
1472	42.02	GNPS/MassIVE
1473	42.02	GNPS/MassIVE
1474	42.02	Metabolomics Workbench
1475	42.02	GNPS/MassIVE
1476	42.02	Metabolomics Workbench
1477	42.02	GNPS/MassIVE
1478	42.02	GNPS/MassIVE
1479	42.02	Metabolomics Workbench
1480	42.02	GNPS/MassIVE
1481	42.02	Metabolomics Workbench
1482	42.02	GNPS/MassIVE
1483	42.02	GNPS/MassIVE
1484	42.02	GNPS/MassIVE
1485	42.02	GNPS/MassIVE
1486	42.02	GNPS/MassIVE
1487	42.02	GNPS/MassIVE
1488	42.02	GNPS/MassIVE
1489	42.02	GNPS/MassIVE
1490	42.03	GNPS/MassIVE
1491	42.03	GNPS/MassIVE
1492	42.03	GNPS/MassIVE
1493	42.03	GNPS/MassIVE
1494	42.03	GNPS/MassIVE
1495	42.03	GNPS/MassIVE
1496	42.03	GNPS/MassIVE
1497	42.03	GNPS/MassIVE
1498	42.03	Metabolomics Workbench
1499	42.03	Metabolomics Workbench
1500	42.03	Metabolomics Workbench
1501	42.03	GNPS/MassIVE
1502	42.03	Metabolomics Workbench
1503	42.03	GNPS/MassIVE
1504	42.03	GNPS/MassIVE
1505	42.03	GNPS/MassIVE
1506	42.03	MetaboLights
1507	42.04	MetaboLights
1508	42.04	Metabolomics Workbench
1509	42.05	Metabolomics Workbench
1510	42.05	Metabolomics Workbench
1511	42.05	Metabolomics Workbench
1512	42.05	GNPS/MassIVE
1513	42.05	GNPS/MassIVE
1514	42.05	GNPS/MassIVE
1515	42.05	GNPS/MassIVE
1516	42.05	GNPS/MassIVE
1517	42.06	Metabolomics Workbench
1518	42.06	Metabolomics Workbench
1519	42.06	Metabolomics Workbench
1520	42.06	Metabolomics Workbench
1521	42.06	MetaboLights
1522	42.06	Metabolomics Workbench
1523	42.07	GNPS/MassIVE
1524	42.06	Metabolomics Workbench
1525	42.07	GNPS/MassIVE
1526	42.09	GNPS/MassIVE
1527	42.09	GNPS/MassIVE
1528	42.09	GNPS/MassIVE
1529	42.09	MetaboLights
1530	42.11	Metabolomics Workbench
1531	42.1	Metabolomics Workbench
1532	42.11	Metabolomics Workbench
1533	42.11	Metabolomics Workbench
1534	42.11	GNPS/MassIVE
1535	42.11	GNPS/MassIVE
1536	42.11	GNPS/MassIVE
1537	42.39	GNPS/MassIVE
1538	42.77	MetaboLights
1539	42.78	Metabolomics Workbench
1540	42.78	GNPS/MassIVE
1541	42.82	GNPS/MassIVE
1542	42.83	Metabolomics Workbench
1543	42.83	Metabolomics Workbench
1544	42.84	GNPS/MassIVE
1545	42.84	GNPS/MassIVE
1546	42.85	Metabolomics Workbench
1547	42.84	GNPS/MassIVE
1548	42.84	GNPS/MassIVE
1549	42.84	GNPS/MassIVE
1550	42.84	GNPS/MassIVE
1551	42.84	GNPS/MassIVE
1552	42.84	GNPS/MassIVE
1553	42.84	GNPS/MassIVE
1554	42.84	GNPS/MassIVE
1555	42.85	GNPS/MassIVE
1556	42.88	GNPS/MassIVE
1557	42.88	GNPS/MassIVE
1558	42.88	GNPS/MassIVE
1559	42.89	GNPS/MassIVE
1560	42.89	GNPS/MassIVE
1561	42.9	GNPS/MassIVE
1562	42.9	GNPS/MassIVE
1563	42.9	GNPS/MassIVE
1564	42.91	GNPS/MassIVE
1565	42.91	GNPS/MassIVE
1566	42.91	GNPS/MassIVE
1567	42.91	GNPS/MassIVE
1568	42.91	GNPS/MassIVE
1569	42.91	GNPS/MassIVE
1570	42.91	GNPS/MassIVE
1571	42.91	GNPS/MassIVE
1572	42.91	GNPS/MassIVE
1573	42.91	GNPS/MassIVE
1574	42.91	GNPS/MassIVE
1575	42.91	GNPS/MassIVE
1576	42.92	GNPS/MassIVE
1577	42.92	GNPS/MassIVE
1578	42.92	GNPS/MassIVE
1579	42.92	GNPS/MassIVE
1580	42.92	GNPS/MassIVE
1581	42.93	GNPS/MassIVE
1582	42.93	GNPS/MassIVE
1583	42.93	GNPS/MassIVE
1584	42.93	GNPS/MassIVE
1585	42.94	GNPS/MassIVE
1586	42.96	MetaboLights
1587	42.95	GNPS/MassIVE
1588	42.95	GNPS/MassIVE
1589	42.95	GNPS/MassIVE
1590	42.95	GNPS/MassIVE
1591	42.95	GNPS/MassIVE
1592	42.96	GNPS/MassIVE
1593	42.95	GNPS/MassIVE
1594	42.96	GNPS/MassIVE
1595	42.96	MetaboLights
1596	42.96	MetaboLights
1597	42.96	MetaboLights
1598	42.96	MetaboLights
1599	42.96	GNPS/MassIVE
1600	42.96	GNPS/MassIVE
1601	42.96	GNPS/MassIVE
1602	42.96	GNPS/MassIVE
1603	42.96	GNPS/MassIVE
1604	42.96	GNPS/MassIVE
1605	42.96	GNPS/MassIVE
1606	42.95	GNPS/MassIVE
1607	42.96	GNPS/MassIVE
1608	42.96	GNPS/MassIVE
1609	42.96	GNPS/MassIVE
1610	42.96	GNPS/MassIVE
